class_index,review_text
2,two Academy Award
2,foreground
2,the Sea '
2,going to be released in IMAX format
2,Some writer
2,`` The Four Feathers ''
2,echoes of Jordan
3,is powerful in itself
2,demand of the director
2,you so crazy !
3,'s also nice
3,I feel better already .
1,corny examination
2,book sound convincing
2,generational
2,have I
0,Everything was as superficial as the forced New Jersey lowbrow accent Uma had .
2,' then Cinderella II proves that a nightmare is a wish a studio 's wallet makes .
1,every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length
1,did n't convince me that Calvin Jr. 's Barbershop represents some sort of beacon of hope in the middle of Chicago 's South Side
4,will find that The Road to Perdition leads to a satisfying destination .
2,that 's been acted out
3,both people 's capacity for evil and their heroic capacity for good
3,fun-for-fun
3,consistently amusing but not as outrageous or funny
2,fax it
1,longer to heal : the welt on Johnny Knoxville 's stomach
0,a mere disease-of - the-week TV movie
2,said plenty about how show business has infiltrated every corner of society -- and not always for the better
1,an unimaginative screenwriter 's
1,neither is it the Kahlo movie Frida fans have been looking for
0,to losing my lunch
2,to cheesiest
2,worst dialogue
2,as you can get to an imitation movie
3,that keeps it from seeming predictably formulaic
0,be lulled into a coma
2,to come along in quite some time
2,Almost everyone growing up
3,remains uniquely itself
1,plays like a tired Tyco ad .
2,contrived and
2,stimulating depth
2,bothered to check it twice
3,as I laughed throughout the movie
1,Often overwrought
2,defies classification and
2,monsters
2,of 1984 and Farenheit 451
2,mourns her tragedies
2,Men with Brooms
3,is that she never lets her character become a caricature -- not even with that radioactive hair .
1,has the odd distinction of being playful without being fun
2,our reality tv obsession
3,is easy to take this film at face value and enjoy its slightly humorous and tender story
2,Galinsky
1,ca n't help suspecting that it was improvised on a day-to-day basis during production .
2,but rather by emphasizing the characters
2,Freeman
3,it 's propelled by the acting
1,succeed in alienating most viewers
2,our perspective
1,actresses -LRB- and one Academy Award winning actor -RRB- succumb to appearing in this junk that 's TV sitcom material at best
4,is heroic
1,they do n't like it
2,Ethan
3,a modicum of patience
2,that princesses that are married for political reason live happily ever after
1,is the filmmakers ' point ?
3,'s a sharp movie about otherwise dull subjects .
1,diminishing effect
3,It 's rare for any movie to be as subtle and touching as The Son 's Room .
1,falls about ten feet onto his head
2,as close
1,smothered in the excesses of writer-director Roger Avary
3,appropriate ferocity and thoughtfulness
2,21st century morality play
2,all expectation
1,There 's a reason the studio did n't offer an advance screening .
3,was worth your seven bucks
2,most obvious
1,does n't make sense
0,peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth
2,is more in love
2,and Israeli children
2,el cheapo margaritas
2,to irk viewers
2,that in itself
4,A man leaving the screening said the film was better than Saving Private Ryan .
2,Peter Jackson 's
2,improvisation
2,with these people
4,it 's as good as you remember .
2,on
2,a Nicholas Sparks best seller
2,grew
2,gangster wannabe
1,mean-spirited and wryly
2,\* S \* H ''
2,Greene
2,enough to pilot
2,the film is well under way -- and
2,stretch
1,punk kids '
3,cute drama
1,torments
2,acted by the four primary actors
1,that they 're stuck with a script that prevents them from firing on all cylinders
2,their story about a retail clerk wanting more out of life
4,four-star
4,'s tremendously moving
2,show these characters in the act
2,to keep on looking
2,-LRB- Crystal and De Niro -RRB-
1,finally seem so impersonal or even shallow
2,a case study
2,Cuban music
2,one-dimensional characters up
2,its own head
2,iced tea
2,filmgoers
1,eventually resents having to inhale this gutter romancer 's secondhand material
2,judge a film like RINGU when you 've seen the remake first
1,felt with a sardonic jolt
1,any of the signposts
2,Follows the original film virtually scene for scene and yet
2,The little girls
2,artist
2,beachcombing
1,hamstrung
2,deleting
2,any sense of commitment
2,basic plot
3,had a sense of humor
2,Venice Beach
2,95 filmmaking
3,Oddly compelling
0,the man who wrote it but this Cliff Notes edition is a cheat
2,many scenarios
0,grossest movie
2,mixes
1,mindless action movie
2,expression
3,and engaging examination
2,` comedy '
2,this story
2,the expense
2,a boat
3,moving and weighty
0,are neither original nor are presented in convincing way
1,blind to the silliness
2,watching Spy than I had with most of the big summer movies
3,some real vitality
2,will suck up to this project
3,meshes in this elegant entertainment
2,convinced to waste their time
1,plot and pacing typical Hollywood war-movie stuff
3,universal and involving
4,most memorable
3,out of Eudora Welty
2,feels like a promising work-in-progress
1,with no reason for being
2,mother and
2,includes the line `
2,cooly
2,some members of the audience
2,were seen giving chase in a black and red van
2,complicated plotting and
3,the perfect star vehicle
2,protect each other from the script 's bad ideas and awkwardness
1,you can see mediocre cresting on the next wave
2,be a hip-hop fan to appreciate Scratch
1,a geriatric
4,pleasant from start
2,family dysfunctional drama
2,Lyne
1,is neither light nor magical enough to bring off this kind of whimsy .
2,distinguishable condition
3,of the finest
3,scenes so true and heartbreaking
1,that lacks both a purpose and a strong pulse
2,False Move
3,you wanting more
2,Eisenhower
2,three sides of his story with a sensitivity and
0,is that it does n't make any sense .
2,the bottom of its own cracker barrel
3,expresses our most basic emotions
2,is simple
1,would 've worked a lot better had it been a short film .
2,Cat ''
2,for gas
1,Skins has a desolate air
3,style and empathy
2,to detail
2,they 'll get plenty
3,keep the story compelling
3,Cinematic poetry showcases the city 's old-world charm before machines change nearly everything .
3,choosing his roles with the precision of the insurance actuary
2,appealing as Pumpkin
2,a downtown hotel
3,equally great
3,benefit enormously
2,his anger
2,for democracy and civic action laudable
2,things that explode into flame
2,essential problem
1,tell it 's not all new
1,comes down to whether you can tolerate Leon Barlow
2,embroils
2,fumes
3,is just such an achievement
1,Press the delete key
3,Almost everyone growing up believes their family must look like `` The Addams Family '' to everyone looking in ... `` My Big Fat Greek Wedding '' comes from the heart
2,'d recommend waiting for DVD and just skipping straight to her scenes .
2,If Jews were Catholics
2,goes on
4,will want to see over and over again
2,writer-director Douglas McGrath 's
2,of vignettes
2,few remarks
2,deceptively casual ode
2,its duration
3,full of elaborate and twisted characters
3,is entirely appealing as Pumpkin
2,$8 
2,aspect
3,quirky movie to be made from curling
1,scratching your head in amazement over the fact that so many talented people could participate in such an
2,about the power of poetry and passion
2,the discussion
1,a storyline that never quite delivers the original magic
3,less-is-more approach
1,would not likely be so stupid as to get
2,The Fellowship
1,that Undercover Brother missed an opportunity to strongly present some profound social commentary
2,plays like one of Robert Altman 's lesser works
2,player masochism
2,much farcical
1,least
2,Oleander
2,more than a bait-and-switch that is beyond playing fair with the audience
2,housing project
3,Alexander Payne 's ode to the Everyman
2,the way
3,something purer
1,of a self-destructive man
1,some pretentious eye-rolling moments
3,uniquely sensual metaphorical dramatization
3,that fights a good fight on behalf of the world 's endangered reefs
2,rather than cloying
3,swirling
2,that extensive post-production
2,suburban woman 's yearning
2,pay your
2,runs
3,anonymous chiller
3,they finally feel absolutely earned
2,are to her characters
1,the exception of about six gags
2,last week 's Reign of Fire
2,messages
2,a strange route
3,a lot of tension
1,is plainly dull and visually ugly
3,An entertaining mix of period drama and flat-out farce that should please history fans
0,this is the first film in a long time that made me want to bolt the theater in the first 10 minutes .
0,not to mention dragged down by a leaden closing act
2,blab and money
2,to its finale
2,` Tron ' Anderson
2,than I had expected
0,the pool with an utterly incompetent conclusion
3,the charisma and ability
2,Secretary is not a movie about fetishism .
3,John Carlen 's script
1,never clearly defines his characters
1,it had been only half-an-hour long or a TV special
2,reigns
2,big fight
3,reveals a real human soul buried beneath a spellbinding serpent 's smirk
2,this gutter romancer 's secondhand material
2,over the film
2,in ABC Africa
2,ever witnessed
0,short of both adventure and song
0,fails to entertain
4,especially well-executed
2,may be to believe
2,a surprisingly similar teen drama
3,will talk about for hours .
2,#NOM?
2,by acting as if it were n't
3,undeniable enjoyment to be had from films crammed with movie references
2,serious improvisation
2,after the credits roll
2,a double feature with mainstream foreign mush like My Big Fat Greek Wedding
2,Mattei
2,seizures
4,An old-fashioned but emotionally stirring adventure tale
2,train car to drive through
1,estrogen-free
2,taut
2,K
2,through the Hollywood pipeline
2,the good fight in Vietnam
3,Neil Burger here succeeded in
0,One of the most incoherent features in recent memory .
2,a smart-aleck film school brat
2,'d want something a bit more complex than We Were Soldiers to be remembered by .
2,smashups
1,a rancorous curiosity : a movie without an apparent audience
3,to confront their problems openly
2,marking
2,a year
3,bound to show up at theatres for it
2,crime comedy
1,pure wankery
3,in a way that does n't make you feel like a sucker
2,defies classification and is as thought-provoking as it
0,the incessant use
2,subscription to ESPN the Magazine
1,so long
4,one of the year 's best
2,college-spawned -LRB- Colgate U. -RRB- comedy ensemble
2,offbeat
2,can certainly not
2,any good
1,It 's loud and boring ;
2,Audrey
2,in Wisegirls
2,realize them
2,uneven look
3,the extremely competent hitman films such as Pulp Fiction and Get Shorty
2,-LRB- About Schmidt -RRB-
2,ham it up while physically and emotionally disintegrating over the course of the movie has a certain poignancy in light of his recent death
2,its lyrical variations
3,delights for adults
2,Theatre 3000 tribute
3,a fascinating character study
1,this would be a worthy substitute for naughty children 's stockings
3,on the ethereal nature of the internet and the otherworldly energies
3,for its intelligence and intensity
2,Kaufman 's
1,snail-like
0,epilogue that leaks suspension of disbelief like a sieve
1,turn nasty and tragic
1,will be two hours gained
2,formal innovations and glimpse
3,as a potentially incredibly twisting mystery
2,happen to people
2,pornography
2,bizarre as the film
3,impressive fake documentary
1,and not always for the better
2,accuse him of making
2,discerning
2,the chops of a smart-aleck film school brat and
2,their crime
2,ghost stories
2,while the performances elicit more of a sense of deja vu than awe
2,high-tech splatterfests
1,malaise
2,forth
2,grade girl
3,` gentle '
2,of David Cronenberg
2,on the TV show
2,operates
3,draws the audience
1,than to change hackneyed concepts when it comes to dreaming up romantic comedies
2,as in past Seagal films
2,innocent yet
2,Malle 's dud
2,uncanny ambience
4,Its sheer dynamism
3,would be terrific to read about
2,former MTV series
1,The fetid underbelly of fame has never looked uglier .
1,that it 's not nearly long enough
2,basketball
2,the bod
0,is n't very interesting
1,yet another visit
2,irrigates
1,this movie just goes on and on and on and on
2,of gamesmanship
2,each character
2,the story and the actors
2,Je-Gyu is -RRB-
2,appear in full regalia
3,the year 's -LRB- unintentionally -RRB- funniest moments
2,several runs
1,-LRB- A -RRB- mess .
1,your face for two hours
1,to squeeze too many elements into the film
2,into the picture
2,Even when it drags
2,An intelligently
2,involved
3,is a winner
2,jokey
2,about a much anticipated family reunion
1,finds a way to make J.K. Rowling 's marvelous series into a deadly bore
2,welcome and
2,'s In the Mood for Love -- very much a Hong Kong movie despite its mainland setting .
2,Sand 's
2,the writing and cutting
2,making a film
3,1991
3,one Oscar nomination for Julianne Moore this year
2,A well-acted movie that simply does n't gel .
2,Earnest yet curiously tepid and choppy recycling in which predictability is the only winner
3,invigorating about
2,are actually movie folk
4,well-written and occasionally challenging
2,antique
2,#NOM?
2,is mostly unsurprising
0,its story was making no sense at all
3,painful and refreshing
2,too-long
1,a heartland so overwhelmed by its lack of purpose that it seeks excitement in manufactured high drama
3,laughs and insight into one of the toughest ages a kid can go through .
2,got seven days left to live
1,of cheesy dialogue
2,plot relevance
0,lame story
2,conniving
1,in not taking the Shakespeare parallels quite far enough
0,feel my eyelids ... getting ... very ...
0,a florid but ultimately vapid crime melodrama with lots of surface
2,a subversive element to this Disney cartoon
4,A fascinating documentary about the long and eventful spiritual journey of the guru who helped
1,its pretensions
0,dreadful
3,returns De Palma to his pulpy thrillers of the early '80s
2,'d expected it to be
3,the vital comic ingredient of the hilarious writer-director himself
0,affected child acting to the dullest Irish pub scenes ever filmed
2,get enough of that background for the characters
3,some savvy street activism
2,haunting and sublime music
3,should drop everything and run to Ichi
1,self-pitying
2,it is just as boring and as obvious
2,traits
2,wisdom and
1,copyof
1,unrelenting bleak insistence
2,a shrugging mood
2,to Irvine Welsh 's book Trainspotting
1,frustratingly timid and soggy
2,its plots and characters
2,last week
1,is so film-culture referential that the final product is a ghost .
1,dreary piece
2,salt-of-the-earth mommy
2,believe anyone more central to the creation of Bugsy than the caterer
1,scam
3,advances
1,If Borstal Boy is n't especially realistic
2,the sometimes improbable story
1,is a film living far too much in its own head .
1,the acres of haute couture ca n't quite conceal that there 's nothing resembling a spine here
1,'s both sitcomishly predictable and cloying in its attempts to be poignant .
2,crafting something promising from a mediocre screenplay
3,your idea of a good time
4,has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control -- driven by a natural sense for what works on screen
2,this character
1,to convince us that acting transfigures Esther
2,Thomas
1,so second-rate
3,share their enthusiasm
2,build-up
4,wind up remembering with a degree of affection rather than revulsion
2,made .
1,autistic
2,help --
1,as Vincent became more and more abhorrent
1,emotionally malleable
2,sixth-grade
2,1950 's
2,the Funk Brothers -RRB-
2,whirling fight sequences
3,Lots of effort and intelligence are on display
2,awful
0,an 88-minute rip-off of The Rock
2,more cloyingly
4,sweet and enjoyable
4,A stylistic romp that 's always fun to watch .
3,a trove
4,a fascinating film
4,A knowing sense of humor and a lot of warmth ignite Son of the Bride .
3,musical number
2,refuses to give us real situations and characters
1,the mill sci-fi film with a flimsy ending
1,of a therapy session brought to humdrum life by some Freudian puppet
3,a movie theatre
2,of its slender
4,I 'd watch these two together again in a New York minute .
1,unlikable characters and a self-conscious sense
0,will make you wish you were at home watching that movie instead of in the theater watching this one
3,romp from Robert Rodriguez .
3,old-fashioned but emotionally stirring
3,in a more ambitious movie
2,the giant screen and
1,becomes long and tedious
2,last act
2,exude
2,the undead action flick formula
1,for sick humor
3,refreshingly forthright
2,runs a mere 84 minutes
2,blame
2,burnt
2,limbo
3,Give credit to everyone from Robinson down to the key grip
0,is an all-time low for Kevin Costner .
3,allows his cast the benefit of being able to give full performances ...
2,are standard procedure
2,the viewer with so many explosions
2,few will bother thinking it all through
2,Serrault
2,should ask for a raise
2,who do n't entirely ` get ' Godard 's distinctive discourse
2,with moist eyes
2,larky
4,Conceptually brilliant
4,emotionally strong and politically potent piece
2,to keep parents away from the concession stand
2,and Bridget Jones 's
1,relied too much on convention
2,the great equalizer
2,the play
3,the top and movies
2,Arnold vehicle
2,artnering Murphy with Robert De Niro for the TV-cops comedy Showtime
3,the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans .
0,unbearably lame .
1,thin soup
2,to decide if you need to see it
4,Payne has created a beautiful canvas
2,Madonna 's cameo
1,sting like bees
2,Sydow
1,without much interest in the Elizabethans
2,of being playful without being fun
1,the entire exercise has no real point
2,Hour kinda
2,discretion
4,in luminous interviews and amazingly evocative film from three decades ago
0,becomes instead a grating endurance test
2,offers just enough sweet and traditional romantic comedy to counter the crudity
2,a 50-year friendship
2,Never once
1,Craven endorses They simply because this movie makes his own look much better by comparison
2,hokey art house pretension .
2,genre .
2,-LRB- Sabara -RRB-
3,at little kids but with plenty of entertainment value
3,Do n't Ask
2,the preachy Circuit turns out to be
0,an ungainly movie
2,sadness that pours into every frame
2,the darker side
3,that made the original Men in Black such a pleasure
2,rocks
3,he gives the story some soul
2,better satiric
0,Men in Black II achieves ultimate insignificance -- it 's the sci-fi comedy spectacle as Whiffle-Ball epic
2,while the world 's democracie
4,Take Care is nicely performed by a quintet of actresses
2,watching an Alfred Hitchcock movie after drinking twelve beers
2,Father of the Bride
1,to do justice to either effort in three hours of screen time
3,This real-life Hollywood fairy-tale
3,as brave and challenging as you could possibly expect these days from American cinema
0,complete moron
2,Paul Cox
2,an episode
2,the next
1,begins to fade from memory
1,in milking a played-out idea -- a straight guy has to dress up in drag -- that shockingly manages to be even worse than its title
1,disservice
2,standard guns versus martial arts
2,unread
2,the structure of relationships
2,ultra-provincial
2,giants
2,the price of admission
3,the raw comic energy
4,the most savory and hilarious guilty pleasure
1,few sequels
3,respective charms
2,Statham
3,Fudges fact and fancy with such confidence that we feel as if we 're seeing something purer than the real thing
2,punctuated by flying guts .
3,Engages us
0,is just lazy writing
2,serials
1,rolled down a hill in a trash can
3,clean
2,jazz
1,a visual flair that waxes poetic far too much for our taste
3,the gentle and humane side
3,Letterman with a clinical eye
2,whit more
2,'s less of a problem
2,the fact that this film was n't as bad as I thought it was going to be
3,best-selling
2,seems to want to be a character study
2,underbelly
3,decent gags
2,initial excitement
2,involving as individuals rather than types
3,is a trove of delights
2,The sight of the spaceship on the launching pad
2,with the mayhem in Formula 51
2,immediacy
2,loop
3,who is drawn into the exotic world of belly dancing
2,avoids all the comic possibilities of its situation
2,playfulness
3,affirming '
3,it more closely resembles this year 's version of Tomcats
1,Zellweger 's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a
2,maze
1,lowly studio hack
2,churns
2,Crazy as Hell
2,empathy for its characters
3,Disney classic
1,ame and unnecessary
2,the easy Hollywood road
2,psychedelia
2,of impact on me these days
3,good-natured and never dull
1,that sometimes falls
2,it emulates
2,its own right
3,of heart or conservative of spirit
1,deteriorates into a protracted
3,was as graceful
0,of bad animation and mindless violence
2,mud
1,forget
2,is not nearly as dreadful as expected
2,that life
2,ai
2,of English
4,since its poignancy hooks us completely
2,In IMAX in short
2,whose pieces
2,since Graffiti Bridge
1,combat hell
3,Little Mermaid
1,Jerry Bruckheimer 's putrid pond
2,'s meet at a rustic retreat and pee against a tree
2,be interesting
2,does have a gift for generating nightmarish images that will be hard to burn out of your brain .
2,remade for viewers who were in diapers when the original was released in 1987 .
4,Conrad L. Hall 's cinematography will likely be nominated for an Oscar next year
2,needs to be
3,to life in the performances
2,Auto Focus is not your standard Hollywood bio-pic .
2,as graphic
3,enhance
2,The high-concept scenario
2,unapologetically
2,brawn
3,creates a fluid and mesmerizing sequence of images to match the words of Nijinsky 's diaries
2,two separate crises
4,its makers actually seem to understand what made Allen 's romantic comedies so pertinent and enduring
3,more entertaining
2,its cause
1,the depths to which the girls-behaving-badly film has fallen
3,a greater knowledge
2,realistic
2,about Girls
4,offering fine acting moments
2,pink slip
2,a simplistic narrative
2,acute
1,go back and choose to skip it
3,robust and scary
2,the spinning styx sting like bees
3,the story compelling
2,obviousness
2,leading lives of sexy intrigue
2,a hundred of them
4,never loses its ability to shock and amaze .
1,screwball ideas
2,depth or sophistication
0,a Pandora 's Box of special effects that run the gamut from cheesy to cheesier to cheesiest
2,looking for their own Caddyshack
1,tired old vision
1,falls down in its attempts to humanize its subject
2,war movie compendium
2,The doofus-on
2,feel help
2,of trifle that date nights were invented for .
2,fabuleux destin
2,of this debut venture
3,of gold
1,out-outrage
3,seem authentic
2,between good and evil
2,behave
2,by linking the massacre
2,both stars
2,date
1,largely unfunny
3,affirming
2,that governs college cliques
2,could be a single iota worse
2,Michel Gondry
2,numerous scenes
2,either a longtime Tolkien fan or a movie-going neophyte
3,spare dialogue and acute expressiveness
2,to homosexuality
2,The strength of the film
2,afraid to risk American scorn
3,is n't dull .
2,gunplay
1,wholly unnecessary
2,Singer\/composer Bryan Adams contributes a slew of songs
2,his personal cinema
2,delivers the same message
2,be what 's attracting audiences to Unfaithful
2,To those who have not read the book
2,chiefly
2,of a Busby Berkeley musical
4,Oscar caliber cast
1,who is simply tired
2,fourth-rate Jim Carrey
2,to watch people doing unpleasant things to each other and themselves
2,hunky
2,what a movie can be
1,The bland
2,Tyco ad
2,its impact
2,Plympton
2,the mounting tension
3,sassy
2,rattling noise
1,are required to balance all the formulaic equations in the long-winded heist comedy Who Is Cletis Tout ?
2,pessimistic
0,big letdown
2,about as
2,check it
3,of the audience other than to sit back and enjoy a couple of great actors hamming it up
4,fine effort
2,are anything
2,asleep
2,Its one-sidedness ...
1,dumb
4,solid piece
3,reassures us that he will once again be an honest and loving one
4,makes an amazing breakthrough in her first starring role and eats up the screen
2,Richard
3,Despite the surface attractions -- Conrad L. Hall 's cinematography will likely be nominated for an Oscar next year -- there 's something impressive and yet lacking about everything .
1,it never bothers to question why somebody might devote time to see it
2,its merits
2,and Chris Sanders
0,loud and thoroughly obnoxious comedy
3,a no-bull throwback
2,conquer the online world
2,there to be a collection taken for the comedian at the end of the show
2,the young woman 's infirmity
2,Frank Novak
3,retains an extraordinary faith in the ability of images
4,is authentic
1,sex gags and prom dates
3,life affirming and heartbreaking
2,combine easily
2,mysteries
3,is barely
2,'s one big point to Promises
2,is all
2,sense of humor that derives from a workman 's grasp of pun and entendre and its attendant
2,snobbery is a better satiric target than middle-America
2,ends up more
0,Those of you who are not an eighth grade girl will most likely doze off during this one .
1,have returned from the beyond to warn you
0,genres that just does n't work
2,attacks
2,attractive without being memorable
2,vote
2,Phoenix 's
2,quietude
3,swooping down on a string of exotic locales
2,caught
2,unsolved murder
2,what matters
1,down by hit-and-miss topical humour
1,crawls along
2,Karim Dridi
2,Confounding because it solemnly advances a daringly preposterous thesis .
2,you 'll be more acquainted with the tiniest details of Tom Hanks ' face than his wife is
2,Star Trek : Nemesis
4,Schneider 's performance is so fine
2,kept much of the plot but
2,Benjamins '
3,draws us in
3,good old-fashioned adventure
3,Byler is too savvy a filmmaker to let this morph into a typical romantic triangle .
2,a novel thought in his head
2,had enough of plucky British eccentrics with hearts of gold
2,breadth
3,manage to be spectacularly outrageous .
2,enacted
4,brilliantly employ their quirky and fearless ability to look American angst in the eye and end up laughing .
2,eats up
2,Cannes Film Festival
1,is not even as daring as John Ritter 's glory days
2,resume
1,flattening its momentum with about an hour to go
3,do with imagination
3,is achingly honest and delightfully cheeky
3,leatherbound
2,intrusion
2,its examination
2,make any money
1,caricature
0,this crude
3,some of the best special effects
3,we delight in the images
2,would have had enough of plucky British eccentrics with hearts of gold .
2,A moving essay
3,a sure hand
2,the 110 minutes of `` Panic Room ''
1,the very hollowness of the character he plays
3,a solid action pic
1,Like It Hot on the Hardwood proves once again that a man in drag is not in and of himself funny .
4,those terrific documentaries
2,Damon
2,cogent defense
2,Ash Wednesday
2,take a rocket scientist
3,has a sure hand
3,eclipses
3,the film works as well as it does because of the performances .
3,having fun with it all
2,somebodies
3,uses lighting effects and innovative backgrounds
2,Bubba
3,its soul to Screenwriting
4,Features what is surely the funniest and most accurate depiction of writer 's block ever .
1,devolves into a laugh-free lecture .
2,at the price of popularity and small-town pretension in the Lone Star State
3,both a level of sophisticated intrigue and human-scale characters
2,speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking
3,Sexy Beast
2,knows its Freud
1,enough of plucky British eccentrics
3,of common sense
2,of its own quirky hipness
2,might not have noticed .
2,confirms
1,the desperation of a very insecure man
2,we get in FearDotCom
3,its characters and communicates something
2,its vintage schmaltz
1,dips key moments from the film
2,new Time Machine
3,simple title
2,Sorcerer
0,What 's most offensive is n't the waste of a good cast
3,cute alien
2,to be part of
2,Western foreign policy - however well intentioned -
2,I never thought I 'd say this
1,generates little narrative momentum
0,One lousy movie
3,to get anywhere near the story 's center
3,this engaging and literate psychodrama
2,does n't treat the issues lightly .
4,a very real and amusing give-and-take
2,'s a better actor than a standup comedian
1,too many scenes toward the end
2,about everything
2,high school social groups
3,Handsome and sincere but slightly awkward
2,of its points
0,'s an 88-minute highlight reel that 's 86 minutes too long .
3,the first half of Sorority Boys
4,stunning images and effects
2,younger set
3,will be plenty of female audience members drooling over Michael Idemoto as Michael
2,would
3,also happens to be good
2,you saw it on TV
1,of continuity errors
2,chump
3,as you peek at it through the fingers in front of your eyes
1,rush through
3,the capable Clayburgh and Tambor really do a great job of anchoring the characters in the emotional realities of middle age .
1,impossible to claim that it is `` Based on a True Story
3,it also happens to be the movie 's most admirable quality
2,is otherwise
1,us nothing new
2,Dave
1,puerile
0,the insipid script
2,TV show
2,fool you
1,after the most awful acts are committed
0,unsuccessful
2,It has no affect on the Kurds
1,ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff
4,is a superior horror flick
2,the kind of movie
2,terror by suggestion
3,utter cuteness
3,a more graceful way
1,feeble Tootsie knockoff .
2,examines general issues of race and justice
2,self-empowering schmaltz
3,delivers a game performance
0,baffled by Jason X.
1,with a tawdry B-movie scum
2,one that relies on lingering terror punctuated by sudden shocks and not constant bloodshed
1,surely read The Catcher in the Rye but clearly suffers from dyslexia
2,the wit and revolutionary spirit of these performers and their era
2,spring-break orgy
3,once in a while a film
2,root for throughout
3,A well-done film
3,its own quirky hipness
2,human condition
3,oddly honest
1,The somber pacing and lack
3,deftly manages to avoid many of the condescending stereotypes that so often plague films dealing with the mentally ill
2,pulled a muscle or two
3,more recent successes
2,all over
0,is DOA
1,loquacious and dreary piece
1,does n't make much
2,Sydney
1,'ll feel like you ate a Reeses without the peanut butter
3,uncanny skill in getting under the skin of her characters
3,managed to make its way past my crappola radar and find a small place in my heart
4,strong and convincing performances
2,a completist 's
2,this shower of black-and-white psychedelia
3,are up to the task
2,considerable brio
3,that explores the monster 's psychology not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted
1,another genre exercise
2,the pool
3,strong script
1,gross out the audience
2,uncover the truth and
3,shiny new bow
3,a stadium-seat megaplex
2,slipperiness
2,you appreciate the one-sided theme to Lawrence 's over-indulgent tirade
1,-- and it is n't that funny .
3,Amazingly dopey .
2,visual imagination
2,a procession
3,cute and cloying
3,achieves its main strategic objective :
3,see a romance this smart
4,the best script that Besson has written in years .
2,the flip-flop of courtship
2,soggy near miss
3,delicious dialogue
4,95 often hilarious minutes
2,will just as likely
2,Liza
2,make Enough
2,Amy
3,strokes the eyeballs
1,Frailty '' starts out like a typical Bible killer story
3,sharp and quick
4,this was your introduction to one of the greatest plays of the last 100 years
2,is in there somewhere .
0,It 's a pity that -LRB- Nelson 's -RRB- achievement does n't match his ambition
2,of spontaneous intimacy
1,Do n't let the subtitles fool you ; the movie only proves that Hollywood no longer has a monopoly on mindless action .
3,its storytelling prowess
3,but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history
0,'s not particularly well made
2,developed some taste
2,spectrum
2,to the story line
3,it does not attempt to filter out the complexity
1,maladjusted teens in a downward narcotized spiral
3,loves both dance and cinema
3,is plenty fetching enough
3,of elaborate and twisted characters
2,their lungs
3,be smarter and more diabolical than you could have guessed at the beginning
3,The film oozes craft .
1,is lacking any real emotional impact
2,an indulgent
2,understands the need for the bad boy
3,the still-inestimable contribution
3,sets this romantic comedy apart
2,Nuttgens
2,spans
3,apparent joy
1,faint of heart or conservative of spirit
2,famine
0,Storytelling fails to provide much more insight than the inside column of a torn book jacket .
3,a torrent
2,of perpetual pain
1,blows
3,the heart and
1,The film can depress you about life itself .
2,purpose or
2,of fiction
2,Tres Greek writer and
3,sit through it all
2,for years
1,no idea of it is serious
1,do n't care whether that cold-hearted snake Petrovich -LRB- that would be Reno -RRB- gets his comeuppance .
0,'s supposed to be post-feminist breezy but ends up as tedious as the chatter of parrots raised on Oprah .
2,for pay per view or rental
3,find an enthusiastic audience
2,Every moment
2,of your local video store for the real deal
2,another film
2,less of a problem
1,this poor remake
1,does n't just make the most out of its characters ' flaws but insists on the virtue of imperfection
2,the most trouble
2,street gangs and turf wars in 1958 Brooklyn -- stale cliches
1,the empty stud knockabout
2,qatsi ' trilogy
2,what associations you choose to make
2,you could possibly expect these days from American cinema
2,the prospect of the human race splitting in two
1,supposed to be a romantic comedy
2,confines
2,of the mill sci-fi film with a flimsy ending and lots of hype
2,strictly speaking
3,matches the page-turning frenzy
2,in touch
2,to air on pay cable to offer some modest amusements when one has nothing else to watch
1,no teeth
2,fifth Trek flick
3,be of interest primarily to its target audience
1,into this somewhat tired premise
2,about our infantilized culture that is n't entirely infantile
2,are anything but
2,a wish
2,loquacious videologue
0,Most of the storylines feel like time fillers between surf shots .
2,wit and artifice
2,its message resonate
3,higher level
2,is now outselling the electric guitar
2,the ties
3,delightful stimulus
2,profoundly devastating
2,all the Halloween 's
4,so funny
2,surround Frankie
2,people who take as many drugs as the film 's characters
3,a nice change
2,the movie 's narrative hook
2,of Lina Wertmuller 's 1975 eroti-comedy
2,Shawn Levy
2,adoring
2,failing to provide a reason for us to care beyond the very basic dictums of human decency
1,deception
1,'d bother watching past the second commercial break
2,Doug Pray 's
2,it works under the direction of Kevin Reynolds
3,about the optimism of a group of people who are struggling to give themselves a better lot in life than the ones
2,carved their own comfortable niche
